id,status,reason,confidence
1000,accepted,Authentic grievance,0.8821656107902527
1001,accepted,Authentic grievance,0.9485434293746948
1002,accepted,Authentic grievance,0.7675049304962158
1003,accepted,Authentic grievance,0.9001277089118958
1004,accepted,Authentic grievance,0.501860499382019
1005,accepted,Authentic grievance,0.6812101006507874
1006,accepted,Authentic grievance,0.8883365392684937
1007,accepted,Authentic grievance,0.8381158709526062
1008,accepted,Authentic grievance,0.5062063932418823
1009,accepted,Authentic grievance,0.9976682066917419
1010,accepted,Authentic grievance,0.9173078536987305
1011,accepted,Authentic grievance,0.739899754524231
1012,accepted,Authentic grievance,0.7919768691062927
1013,accepted,Authentic grievance,0.9019989967346191
1014,accepted,Authentic grievance,0.9375483393669128
1015,accepted,Authentic grievance,0.9473516941070557
1016,accepted,Authentic grievance,0.8376685380935669
1017,accepted,Authentic grievance,0.97368985414505
1018,accepted,Authentic grievance,0.7586472034454346
1019,accepted,Authentic grievance,0.9782562255859375
1020,accepted,Authentic grievance,0.9232044816017151
1021,accepted,Authentic grievance,0.931749701499939
1022,accepted,Authentic grievance,0.9434626698493958
1023,accepted,Authentic grievance,0.8835347294807434
1024,accepted,Authentic grievance,0.8738979697227478
1025,accepted,Authentic grievance,0.7091688513755798
1026,accepted,Authentic grievance,0.8957881331443787
1027,accepted,Authentic grievance,0.9798309206962585
1028,accepted,Authentic grievance,0.9229868054389954
1029,accepted,Authentic grievance,0.865675151348114
1030,accepted,Authentic grievance,0.97516268491745
1031,accepted,Authentic grievance,0.7651426196098328
1032,accepted,Authentic grievance,0.8674600720405579
1033,accepted,Authentic grievance,0.9679286479949951
1034,accepted,Authentic grievance,0.7226498126983643
1035,accepted,Authentic grievance,0.5570164918899536
1036,accepted,Authentic grievance,0.9512178897857666
1037,accepted,Authentic grievance,0.8125590682029724
1038,accepted,Authentic grievance,0.6083409190177917
1039,accepted,Authentic grievance,0.66553795337677
1040,accepted,Authentic grievance,0.5866823792457581
1041,accepted,Authentic grievance,0.6855635643005371
1042,accepted,Authentic grievance,0.5834084153175354
1043,accepted,Authentic grievance,0.5511255264282227
1044,accepted,Authentic grievance,0.8549649119377136
1045,accepted,Authentic grievance,0.8065585494041443
1046,accepted,Authentic grievance,0.647746741771698
1047,accepted,Authentic grievance,0.9922081828117371
1048,accepted,Authentic grievance,0.7007626295089722
1049,accepted,Authentic grievance,0.9392399191856384
1050,accepted,Authentic grievance,0.9256229400634766
1051,accepted,Authentic grievance,0.6512211561203003
1052,accepted,Authentic grievance,0.6176764965057373
1053,accepted,Authentic grievance,0.7155097126960754
1054,accepted,Authentic grievance,0.7836542129516602
1055,accepted,Authentic grievance,0.6733879446983337
1056,accepted,Authentic grievance,0.9429844617843628
1057,accepted,Authentic grievance,0.5492995381355286
1058,accepted,Authentic grievance,0.879539430141449
1059,accepted,Authentic grievance,0.5476411581039429
1060,accepted,Authentic grievance,0.7626325488090515
1061,accepted,Authentic grievance,0.8608546853065491
1062,accepted,Authentic grievance,0.6046308279037476
1063,accepted,Authentic grievance,0.9916794896125793
1064,accepted,Authentic grievance,0.9795824289321899
1065,accepted,Authentic grievance,0.9984954595565796
1066,accepted,Authentic grievance,0.9894877672195435
1067,accepted,Authentic grievance,0.9854524731636047
1068,accepted,Authentic grievance,0.863303542137146
1069,accepted,Authentic grievance,0.6827974319458008
1070,accepted,Authentic grievance,0.7370120882987976
1071,accepted,Authentic grievance,0.807233452796936
1072,accepted,Authentic grievance,0.8246923089027405
1073,accepted,Authentic grievance,0.9385011792182922
1074,accepted,Authentic grievance,0.9406160712242126
1075,accepted,Authentic grievance,0.7785711884498596
1076,accepted,Authentic grievance,0.997750461101532
1077,accepted,Authentic grievance,0.74192875623703
1078,accepted,Authentic grievance,0.5090435743331909
1079,accepted,Authentic grievance,0.9277541041374207
1080,accepted,Authentic grievance,0.9607108235359192
1081,accepted,Authentic grievance,0.6102048754692078
1082,accepted,Authentic grievance,0.8430623412132263
1083,accepted,Authentic grievance,0.969277560710907
1084,accepted,Authentic grievance,0.962653636932373
1085,accepted,Authentic grievance,0.7670444250106812
1086,accepted,Authentic grievance,0.9036288261413574
1087,accepted,Authentic grievance,0.9645087122917175
1088,accepted,Authentic grievance,0.8610779047012329
1089,accepted,Authentic grievance,0.9961001873016357
1090,accepted,Authentic grievance,0.9275003671646118
1091,accepted,Authentic grievance,0.5580321550369263
1092,accepted,Authentic grievance,0.6192637085914612
1093,accepted,Authentic grievance,0.7748578786849976
1094,accepted,Authentic grievance,0.6884019374847412
1095,accepted,Authentic grievance,0.6567219495773315
1096,accepted,Authentic grievance,0.8273658752441406
1097,accepted,Authentic grievance,0.9799271821975708
1098,accepted,Authentic grievance,0.9646689891815186
1099,accepted,Authentic grievance,0.875808596611023
1100,accepted,Authentic grievance,0.7767115831375122
1101,accepted,Authentic grievance,0.5422065258026123
1102,accepted,Authentic grievance,0.6684046387672424
1103,accepted,Authentic grievance,0.9953092932701111
1104,accepted,Authentic grievance,0.6064599752426147
1105,accepted,Authentic grievance,0.7107049226760864
1106,accepted,Authentic grievance,0.8015361428260803
1107,accepted,Authentic grievance,0.7865820527076721
1108,accepted,Authentic grievance,0.639779269695282
1109,accepted,Authentic grievance,0.8224568367004395
1110,accepted,Authentic grievance,0.9670953154563904
1111,accepted,Authentic grievance,0.5999908447265625
1112,accepted,Authentic grievance,0.527919352054596
1113,accepted,Authentic grievance,0.8107422590255737
1114,accepted,Authentic grievance,0.6678441166877747
1115,accepted,Authentic grievance,0.5230026841163635
1116,accepted,Authentic grievance,0.8325427770614624
1117,accepted,Authentic grievance,0.6654647588729858
1118,accepted,Authentic grievance,0.5042828917503357
1119,accepted,Authentic grievance,0.8929247260093689
1120,accepted,Authentic grievance,0.882797360420227
1121,accepted,Authentic grievance,0.5750852823257446
1122,accepted,Authentic grievance,0.6513123512268066
1123,accepted,Authentic grievance,0.5708624720573425
1124,accepted,Authentic grievance,0.5200247764587402
1125,accepted,Authentic grievance,0.5750853419303894
1126,accepted,Authentic grievance,0.6217837929725647
1127,accepted,Authentic grievance,0.5871493816375732
1128,accepted,Authentic grievance,0.5938883423805237
1129,accepted,Authentic grievance,0.7717927694320679
1130,accepted,Authentic grievance,0.8464915156364441
1131,accepted,Authentic grievance,0.6563072800636292
1132,accepted,Authentic grievance,0.7193170785903931
1133,accepted,Authentic grievance,0.9498552680015564
1134,accepted,Authentic grievance,0.5138882994651794
1135,accepted,Authentic grievance,0.6693319082260132
1136,accepted,Authentic grievance,0.6519768238067627
1137,accepted,Authentic grievance,0.895453929901123
1138,accepted,Authentic grievance,0.6484249830245972
1139,accepted,Authentic grievance,0.6920516490936279
1140,accepted,Authentic grievance,0.8315570950508118
1141,accepted,Authentic grievance,0.7652004361152649
1142,accepted,Authentic grievance,0.7310153245925903
1143,accepted,Authentic grievance,0.8849374651908875
1144,accepted,Authentic grievance,0.7068066000938416
1145,accepted,Authentic grievance,0.6929010152816772
1146,accepted,Authentic grievance,0.6583565473556519
1147,accepted,Authentic grievance,0.510082483291626
1148,accepted,Authentic grievance,0.689048707485199
1149,accepted,Authentic grievance,0.5384037494659424
1150,accepted,Authentic grievance,0.8793609738349915
1151,accepted,Authentic grievance,0.5087528228759766
1152,accepted,Authentic grievance,0.9106397032737732
1153,accepted,Authentic grievance,0.6076845526695251
1154,accepted,Authentic grievance,0.8922117352485657
1155,accepted,Authentic grievance,0.7736513018608093
1156,accepted,Authentic grievance,0.9772436618804932
1157,accepted,Authentic grievance,0.7680472135543823
1158,accepted,Authentic grievance,0.6424602270126343
1159,accepted,Authentic grievance,0.6761745810508728
1160,accepted,Authentic grievance,0.7609761357307434
1161,accepted,Authentic grievance,0.657027542591095
1162,accepted,Authentic grievance,0.8909633755683899
1163,accepted,Authentic grievance,0.5413217544555664
1164,accepted,Authentic grievance,0.8336499333381653
1165,accepted,Authentic grievance,0.8792833685874939
1166,accepted,Authentic grievance,0.8291767835617065
1167,accepted,Authentic grievance,0.7756202816963196
1168,accepted,Authentic grievance,0.6946636438369751
1169,accepted,Authentic grievance,0.5296467542648315
1170,accepted,Authentic grievance,0.8132724761962891
1171,accepted,Authentic grievance,0.5175504088401794
1172,accepted,Authentic grievance,0.6538589596748352
1173,accepted,Authentic grievance,0.6876775026321411
1174,accepted,Authentic grievance,0.8942060470581055
1175,accepted,Authentic grievance,0.6869330406188965
1176,accepted,Authentic grievance,0.5645896196365356
1177,accepted,Authentic grievance,0.9319841861724854
1178,accepted,Authentic grievance,0.917705237865448
1179,accepted,Authentic grievance,0.7704454064369202
1180,accepted,Authentic grievance,0.8396519422531128
1181,accepted,Authentic grievance,0.5065665245056152
1182,accepted,Authentic grievance,0.5319256782531738
1183,accepted,Authentic grievance,0.7449719905853271
1184,accepted,Authentic grievance,0.6674425005912781
1185,accepted,Authentic grievance,0.5396668314933777
1186,accepted,Authentic grievance,0.8536458611488342
1187,accepted,Authentic grievance,0.7153182029724121
1188,accepted,Authentic grievance,0.7809820175170898
1189,accepted,Authentic grievance,0.6690971255302429
1190,accepted,Authentic grievance,0.7985727787017822
1191,accepted,Authentic grievance,0.7759839296340942
1192,accepted,Authentic grievance,0.7615988254547119
1193,accepted,Authentic grievance,0.7043254971504211
1194,accepted,Authentic grievance,0.9231194257736206
1195,accepted,Authentic grievance,0.5598451495170593
1196,accepted,Authentic grievance,0.5713122487068176
1197,accepted,Authentic grievance,0.5774927139282227
1198,accepted,Authentic grievance,0.8970734477043152
1199,accepted,Authentic grievance,0.5361956357955933
1200,accepted,Authentic grievance,0.6249005198478699
1201,accepted,Authentic grievance,0.9865037202835083
1202,accepted,Authentic grievance,0.7881825566291809
1203,accepted,Authentic grievance,0.7688093781471252
1204,accepted,Authentic grievance,0.9990956783294678
1205,accepted,Authentic grievance,0.9987523555755615
1206,accepted,Authentic grievance,0.9569478631019592
1207,accepted,Authentic grievance,0.968798816204071
1208,accepted,Authentic grievance,0.5539202690124512
1209,accepted,Authentic grievance,0.9849233627319336
1210,accepted,Authentic grievance,0.9805615544319153
1211,accepted,Authentic grievance,0.7610189914703369
1212,accepted,Authentic grievance,0.9628299474716187
1213,accepted,Authentic grievance,0.9719274640083313
1214,accepted,Authentic grievance,0.9983857870101929
1215,accepted,Authentic grievance,0.9881135821342468
1216,accepted,Authentic grievance,0.9633237719535828
1217,accepted,Authentic grievance,0.6904946565628052
1218,accepted,Authentic grievance,0.9759423732757568
1219,accepted,Authentic grievance,0.9956966638565063
1220,accepted,Authentic grievance,0.9698439240455627
1221,accepted,Authentic grievance,0.9820189476013184
1222,accepted,Authentic grievance,0.9992559552192688
1223,accepted,Authentic grievance,0.7809234857559204
1224,accepted,Authentic grievance,0.9944595098495483
1225,accepted,Authentic grievance,0.9574503898620605
1226,accepted,Authentic grievance,0.9789188504219055
1227,accepted,Authentic grievance,0.9917609691619873
1228,accepted,Authentic grievance,0.9786882400512695
1229,accepted,Authentic grievance,0.7306749820709229
1230,accepted,Authentic grievance,0.8373891115188599
1231,accepted,Authentic grievance,0.9976710677146912
1232,accepted,Authentic grievance,0.9921538233757019
1233,accepted,Authentic grievance,0.9955653548240662
1234,accepted,Authentic grievance,0.9515369534492493
1235,accepted,Authentic grievance,0.9853663444519043
1236,accepted,Authentic grievance,0.9900923371315002
1237,accepted,Authentic grievance,0.9345316886901855
1238,accepted,Authentic grievance,0.9942703247070312
1239,accepted,Authentic grievance,0.996607780456543
1240,accepted,Authentic grievance,0.6407421827316284
1241,accepted,Authentic grievance,0.9911450743675232
1242,accepted,Authentic grievance,0.9990752935409546
1243,accepted,Authentic grievance,0.9928256273269653
1244,accepted,Authentic grievance,0.9820502996444702
1245,accepted,Authentic grievance,0.7032694220542908
1246,accepted,Authentic grievance,0.9964691400527954
1247,accepted,Authentic grievance,0.9865738749504089
1248,accepted,Authentic grievance,0.9526002407073975
1249,accepted,Authentic grievance,0.9986061453819275
1250,accepted,Authentic grievance,0.9812785387039185
1251,accepted,Authentic grievance,0.7777765393257141
1252,accepted,Authentic grievance,0.9536911249160767
1253,accepted,Authentic grievance,0.968633234500885
1254,accepted,Authentic grievance,0.99489426612854
1255,accepted,Authentic grievance,0.9973526000976562
1256,accepted,Authentic grievance,0.981303334236145
1257,accepted,Authentic grievance,0.8890776634216309
1258,accepted,Authentic grievance,0.9969151020050049
1259,accepted,Authentic grievance,0.9406081438064575
1260,accepted,Authentic grievance,0.9942252039909363
1261,accepted,Authentic grievance,0.9996346235275269
1262,accepted,Authentic grievance,0.9905693531036377
1263,accepted,Authentic grievance,0.7637518644332886
1264,accepted,Authentic grievance,0.895922064781189
1265,accepted,Authentic grievance,0.9980489015579224
1266,accepted,Authentic grievance,0.9970105886459351
1267,accepted,Authentic grievance,0.7436405420303345
1268,accepted,Authentic grievance,0.9950857758522034
1269,accepted,Authentic grievance,0.9392816424369812
1270,accepted,Authentic grievance,0.997506320476532
1271,accepted,Authentic grievance,0.8935630321502686
